 host_a , host_b , fa_a , fa_b , nms , ne_a , board_a , rack_a , shelf_a , slot_a , port_a , freq_a , ne_b , board_b , rack_b , shelf_b , slot_b , port_b , freq_b 
ME-D2-KB,ME9-D2-CKA,7/1/3,4/2/19,RMJ ALU JKT,KB PSS-64,,,,4,2,,WDM: CKAPSS64_3/1,CKA PSS-64,,,3,1,
ME-D2-KB,ME9-D2-CKA,7/1/4,4/2/20,RMJ ALU JKT,KB1 PSS-32,,,2,15,C3,, WDM: CKA1PSS32 _3/9/C3 ,CKA1 PSS-32,,3,9,C3,
,,,,,,,,,,,,,,,,,,
ME3-A-JWB-SNT,ME-D3-LBG,3/1/1,10/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-A-JWB-SNT,ME-A-JWB-SKB,4/2/4,5/2/2,ZTE,SNT M820,,,0,3,18,192.6,SKB M820,,,0,3,20,192.6
ME3-A-JWB-SNT,ME-A-JWB-SKB,8/1/2,4/1/2,ZTE,SNT M820,,,0,3,26,193.2,SKB M820,,,0,3,18,193.2
ME3-A-JWB-SNT,ME-A-JWB-SKB,9/1/2,5/2/1,ZTE,SNT M820,,,0,2,24,193.5,SKB M820,,,0,1,20,193.5
ME3-A-JWB-SNT,ME2-A-JWB-TSM,2/2/6,2/1/1,ZTE,SNT M820,,,0,1,18,195.0,TSM M820,,,0,3,13,195.0
ME3-A-JWB-SNT,ME2-A-JWB-TSM,5/1/2,5/1/1,ZTE,SNT M820,,,0,1,20,195.1,TSM M820,,,0,3,17,195.1
ME3-A-JWB-SNT,ME2-A-JWB-TSM,7/2/2,4/2/1,ZTE,SNT M820,,,0,3,24,195.2,TSM M820,,,0,3,21,195.2
ME-D3-LBG,ME-A-JWB-CBN,4/2/1,2/1/1,ZTE,LBG M920,,,0,15,24#2,195.9,CBN M920,,,0,17,39#2,195.9
ME-D3-LBG,ME-A-JWB-CBN,5/2/2,2/2/2,ZTE,LBG M920,,,0,15,24#4,195.9,CBN M920,,,0,17,39#4,195.9
ME-D3-LBG,ME-A-JWB-CBN,6/1/1,4/2/6,ZTE,LBG M920,,,0,15,24#1,195.9,CBN M920,,,0,17,39#1,195.9
ME-D3-LBG,ME-A-JWB-CBN,8/1/4,1/2/3,ZTE,LBG M920,,,0,15,24#5,195.9,CBN M920,,,0,17,39#5,195.9
ME-D3-LBG,ME-A-JWB-CBN,8/1/5,2/2/5,ZTE,LBG M820,,,0,3,20,195.3,CBN M820,,,0,3,19,195.3
ME2-A-JWB-TSM,ME-A-JWB-CBN,1/2/1,4/1/1,ZTE,TSM M820,,,0,3,24,194.6,CBN M82,,,0,3,24,194.6
ME2-A-JWB-TSM,ME-A-JWB-CBN,2/2/2,2/2/1,ZTE,TSM M920,,,0,1,19,193.0,TSM M920,,,0,7,19,193.0
ME2-A-JWB-TSM,ME-A-JWB-CBN,4/1/1,1/2/1,ZTE,TSM M920,,,0,1,14,192.9,TSM M920,,,0,13,6,192.9
ME-A-JWB-TSM,ME2-A-JWB-TSM,1/1/2,1/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-A-JWB-TSM,ME2-A-JWB-TSM,3/2/2,4/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-A-JWB-TSM,ME-A-JWB-KAW,5/1/1,1/1/1,FO,TSM : core 15/16,,,,,,,CMS : core 15/16,,,,,,
,,,,FO,CMS : core 7/8,,,,,,,KAW : core 7/8,,,,,,
ME-A-JWB-KAW,ME-A-JWB-KNG,2/1/1,1/1/2,FO,KAW : core 23/1,,,,,,,CKJ : core 23/1,,,,,,
,,,, ,CKJ : core 16/17,,,,,,,KNG : core 16/17,,,,,,
ME-A-JWB-KNG,ME3-A-JWB-CBN,1/1/1,2/2/1,FO,KNG : core 11/12,,,,,,,CLM : core 11/12,,,,,,
,,,, ,CLM : core 5/6,,,,,,,CBN : core 5/6,,,,,,
ME-A-JWB-SKB,ME2-A-JWB-SKB,1/1/2,1/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-A-JWB-CBN,ME2-A-JWB-SKB,9/1/2,1/1/2,ZTE,CBN M820,,,0,3,26,193.3,SKB M820,,,0,3,17,193.3
ME-A-JWB-CBN,ME3-A-JWB-CBN,2/1/2,2/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-A-JWB-CBN,ME3-A-JWB-CBN,2/1/6,4/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-A-JWB-CBN,ME3-A-JWB-CBN,2/2/3,1/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-A-JWB-CBN,ME3-A-JWB-CBN,4/1/2,4/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-A-JWB-CBN,ME2-A-JWB-CBN,1/1/1,3/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-A-JWB-SNT,ME-A-JWB-CJR,7/2/6,5/2/1,"	BD820
",SOTU10G,0,,3,21,192.1,,"	Cianjur new M820",SOTU10G,,0,1,26,192.100
ME3-A-JWB-SNT,ME-A-JWB-CJR,4/2/3,1/1/1,"	BD820
",SOTU10G,0,,1,17,194.4,,"	Cianjur new M820",SOTU10G,,0,2,5,194.400
,,,,,,,,,,,,,,,,,,
ME-D4-GBL,ME-D4-TGL,GE-8/1/0,GE-1/0/0,JVBB ZTE,"	GB820
",SOTU10G,,0,3,19,192.100,"	TG820
",SOTU10G,,0,1,21,192.100
ME-D4-GBL,ME-D4-TGL,GE-15/0/0,GE-6/0/2,JVBB ZTE,"	Gombel9271
",SOTU10G,,0,8,11,193.900,"	TGL9207
",SOTU10G,,0,7,6,193.900
ME-D4-GBL,ME-D4-TGL,GE-3/0/4,GE-6/0/0,JVBB ZTE,"	Gombel9271
",SOTU10G,,0,1,14,192.600,"	TGL9207
",SOTU10G,,0,2,5,192.600
ME2-D4-TGL,ME-D4-PKL,GE-4/2/1,GE-6/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-TGL,ME-D4-PKL,GE-2/0/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-WLR,GE-6/0/2,GE-3/0/0 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-WLR,GE-3/1/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-DEM,GE-1/0/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-DEM,GE-1/0/5,GE-3/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-DEM,GE-6/0/0,GE-3/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-TOR,ME2-D4-GLK,Gi3/0/0,Gi7/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-TOR,ME2-D4-GLK,GE-1/1/0,GE-4/2/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-GBL,GE-1/1/4,GE-9/0/2,JVBB ZTE,"	SLO820
",SOTU10G,,0,3,18,193.700,,,,,,,
ME-D4-GLK,ME-D4-GBL,GE-1/1/2,GE-8/0/0,JVBB ZTE,"	SLO820
",SOTU10G,,0,3,19,193.000,"	GB820
",SOTU10G,,0,3,26,193.000
ME-D4-KBU,ME-D4-PWT,GE-1/0/1,GE-6/0/2,JVBB ZTE,"	YK9297
",SOTU10G,,0,5,9,193.000,"	PWT9204
",SOTU10G,,0,17,23,193.000
ME-D4-KBU,ME-D4-PWT,GE-10/0/2,,JVBB ZTE,"	YK9297
",SOTU10G,,0,2,5,193.700,"	PWT9204
",SOTU10G,,0,17,24,193.700
ME-D4-KBU,ME-D4-PWT,GI9/0/1,GI3/0/1,JVBB ZTE,"	YK9297
",SOTU10G,,0,1,19,"193,900","	PWT9204
",SOTU10G,,0,17,6,"193,900"
ME-D4-KBU,ME-D4-MGL,GI6/0/4,GI2/0/0,JVBB ZTE,"	YK820
",SOTU10G,,0,2,13,194.000,"	MGL820
",SOTU10G,,0,1,25,194.000
ME-D4-KBU,ME-D4-MGL,GI10/0/1,GI4/0/4,JVBB ZTE,"	YK820
",SOTU10G,,0,3,24,192.800,"	MGL820
",SOTU10G,,0,1,24,192.800
ME-D4-KBU,ME-D4-MGL,GI4/2/2,GI4/0/0,JVBB ZTE,"	YK820
",SOTU10G,,0,3,22,192.600,"	MGL820
",SOTU10G,,0,1,23,192.600
ME-D4-KBU,ME-D4-GBL,GE-10/0/0,GE-15/0/1,JVBB ZTE,"	YK820
",SOTU10G,,0,1,18,193.400,"	GB820
",SOTU10G,,0,1,20,193.400
ME-D4-KBU,ME-D4-GBL,GE-2/0/1,GE-6/0/2,JVBB ZTE,"	YK820
",SOTU10G,,0,1,17,193.300,"	GB820
",SOTU10G,,0,1,19,193.300
ME2-D4-KBU,ME-D4-KTG,GE-5/1/0,GE-4/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-KBU,ME-D4-KTG,GE-5/1/1,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-KBU,ME-D4-KTG,GE-6/0/2,GE-4/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-KBU,ME-D4-PWR,GE-6/0/5,GE-4/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-KBU,ME-D4-PWR,GE-6/0/4,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME3-D4-KBU,ME-D4-BBI,GE-3/0/0,GE-4/2/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME3-D4-KBU,ME-D4-BBI,GI4/0/1,GI4/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME3-D4-KBU,ME-D4-BBI,GE-6/0/5,,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-PWT,ME-D4-KLP,Gi3/0/1,Gi3/1/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-PWT,ME-D4-KLP,GE-6/0/1,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-PWT,ME-D4-GBL,GE-1/0/2,GE-15/0/2,JVBB ZTE,"	PWT9204
",SOTU10G,,0,17,3,193.500,"	Gombel9271
",SOTU10G,,0,8,18,193.500
ME-D4-PWT,ME-D4-GBL,GE-3/0/3,GE-6/0/1,JVBB ZTE,"	PWT820-2
",SOTU10G,,0,1,19,192.200,"	GB820
",SOTU10G,,0,3,20,192.200
ME-D4-PWT,ME-D4-BMA,GE-3/0/2,GE-3/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-PWT,ME-D4-BMA,GE-6/0/1,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-KBU,GI1/0/0,GI4/2/3,JVBB ZTE,"	SOLO9214
",OTU10G,,0,9,24,193.200,"	YK9297
",OTU10G,,0,12,20,193.200
ME-D4-GLK,ME-D4-KBU,GE-1/0/3,GE-6/0/0,JVBB ZTE,"	SOLO9214
",SOTU10G,,0,10,20,193.300,"	YK9297
",SOTU10G,,0,2,9,193.300
ME-D4-GLK,ME-D4-KBU,GE-4/0/0 ,GE-5/0/4,,,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-KBU,GI1/1/1,GI6/2/4,,,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-KBU,GI1/1/3,Gi10/0/4,JVBB ZTE,"	SOLO9214
",SOTU10G,,0,10,19,193.000,"	YK9297
",SOTU10G,,0,5,10,193.000
ME-D4-GLK,ME-D4-KBU,GE-1/0/5,GE-8/0/0,JVBB ZTE,"	SLO820
",SOTU10G,,0,3,20,193.100,"	YK820
",SOTU10G,,0,3,26,193.100
ME-D4-GLK,ME-D4-SOBA,GE-1/1/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-SOBA,GE-1/1/5,GE-6/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-GLK,ME-D4-SOBA,Gi1/0/4,Gi6/0/3,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GLK,ME-D4-PLR,GE-4/2/3,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-CDI,GE-4/0/0,GE-3/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-CDI,GE-1/0/3,GE-3/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-CDI,GE-1/1/4,GE-3/2/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME2-D4-GBL,ME-D4-CDI,GE-6/0/1,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-TUG,ME-D4-UNR,GE-4/0/3 ,GE-4/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-TUG,ME-D4-UNR,GE-4/0/0,GE-3/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-TUG,ME-D4-UNR,GE-6/0/0,GE-2/0/0 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-UNR,ME-D4-BMK,GE-1/0/4,GE-5/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-UNR,ME-D4-BMK,GI3/1/0,GI5/1/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-UNR,ME-D4-BMK,GE-1/0/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-UNR,ME-D4-BMK,GE-1/0/2,GE-5/1/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-BMK,ME3-D4-GBL,Ge5/0/1,Ge7/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-BMK,ME3-D4-GBL,GE-1/0/0,GE-1/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-BMK,ME3-D4-GBL,GE-5/1/2,GE-1/1/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-BMK,ME3-D4-GBL,GE-5/1/3,GE-1/0/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-BMK,ME3-D4-GBL,GE-5/0/0,GE-4/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-GMB,ME2-D4-PWT,GE-2/0/0,GE-6/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-CDI,ME2-D4-MPH,GE-1/0/0,GE-3/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-CDI,ME2-D4-MPH,GE-3/2/2,GE-5/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-CDI,ME2-D4-MPH,GE-3/0/4,GE-5/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-DEM,ME-D4-KDS,GE-3/0/3,GE-7/0/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-DEM,ME-D4-KDS,GE-3/0/1,GE-7/2/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-DEM,ME-D4-KDS,GE-2/0/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-KDS,ME-D4-PWD,GE-1/1/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-KDS,ME-D4-PWD,GE-7/2/2,GE-6/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-SOBA,ME-D4-KRS,GE-6/0/1,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-SOBA,ME-D4-KRS,GE-6/0/4,GE-1/0/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-SOBA,ME-D4-KRS,GE-3/1/0,GE-1/0/1,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-KRS,ME-D4-KRT,GE-1/0/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D4-KRS,ME-D4-KRT,GE-1/0/2,GE-3/2/2,FO,DIRECT CORE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ME7-D5-KBL,ME7-D5-RKT,GE2/2/0,GE4/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME7-D5-KBL,ME7-D5-RKT,GE8/0/2  ,GE3/2/0,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,16,192.600,"	RKT820
",SOTU10G,,0,3,16,192.600
ME7-D5-KBL,ME7-D5-RKT,GE8/0/3 ,GE3/2/1,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,17,192.700,"	RKT820
",SOTU10G,,0,3,17,192.700
ME7-D5-KBL,ME7-D5-RKT,GE8/0/4 ,GE3/2/2,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,15,192.500,"	RKT820
",SOTU10G,,0,3,15,192.500
ME6-D5-KBL,ME6-D5-RKT,GE1/0/0 ,GE-2/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-KBL,ME6-D5-RKT,GE2/0/2 ,GE-1/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-KBL,ME6-D5-RKT,GE3/0/0,GE1/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME5-D5-KBL,ME-D5-ML0,GE12/1/2 ,GE-2/0/0,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,24,193.600,"	ML820
",SOTU10G,,0,3,20,193.600
ME5-D5-KBL,ME-D5-ML0,GE12/1/3  ,GE-2/2/2,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,4,17,194.600,"	ML820
",SOTU10G,,0,3,15,194.600
ME5-D5-KBL,ME-D5-ML0,GE16/1/4,GE-1/2/0,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,19,194.800,"	ML820
",SOTU10G,,0,1,13,194.800
ME5-D5-KBL,ME-D5-ML0,GE9/0/1,GE1/0/1,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,4,26,"194,700","	ML820
",SOTU10G,,0,1,15,"194,700"
ME5-D5-KBL,ME-D5-ML0,GE1/1/1 ,GE2/0/1,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,4,24,193500,"	ML820
",SOTU10G,,0,3,19,193.5
ME5-D5-KBL,ME3-D5-SIT,GE12/0/5,GE4/0/3,JVBB ZTE,"	KBL9292
",SOTU10G,,0,21,23,194.000,"	STBD9269
",SOTU10G,,0,7,8,194.000
ME5-D5-KBL,ME3-D5-SIT,GE13/1/0,GE4/0/2,JVBB ZTE,"	KBL9292
",SOTU10G,,0,2,24,193.200,"	STBD9269
",SOTU10G,,0,3,14,193.200
ME5-D5-KBL,ME4-D5-MN,GE4/0/1,GE-4/0/2,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,4,18,193.100,"	MN820
",SOTU10G,,0,3,17,193.100
ME5-D5-KBL,ME4-D5-MN,GE9/0/0  ,GE-4/0/0,JVBB ZTE,"	KBL9292
",SOTU10G,,0,1,6,192.800,"	MN9213
",SOTU10G,,0,9,8,192.800
ME5-D5-KBL,ME4-D5-MN,GE12/1/4  ,GE-4/0/3,JVBB ZTE,"	KBL820-118
",SOTU10G,,0,3,18,192.800,"	MN820
",SOTU10G,,0,3,13,192.800
ME4-D5-RKT,ME2-D5-ML0,GE1/1/1 ,GE-1/0/3,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,24,193.800,"	ML820
",SOTU10G,,0,3,22,193.800
ME4-D5-RKT,ME2-D5-ML0,GE10/0/0,GE-1/2/2,JVBB ZTE,"	RKT820
",SOTU10G,,0,1,17,194.500,"	ML820
",SOTU10G,,0,3,16,194.500
ME4-D5-RKT,ME2-D5-ML0,GE12/1/1,GE1/0/1,JVBB ZTE,"	RKT820
",SOTU10G,,0,4,25,194200,"	ML820
",SOTU10G,,0,4,13,194200
ME4-D5-RKT,ME2-D5-ML0,GE12/0/0,GE1/0/2,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,23,"193,700","	ML820
",SOTU10G,,0,3,21,"193,700"
ME4-D5-RKT,ME2-D5-KD,GE2/1/1 ,G3/0/5,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,22,193.300,"	KDR820
",SOTU10G,,0,2,15,193.300
ME4-D5-RKT,ME2-D5-KD,GE10/0/2,GE3/0/4,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,20,193.000,"	KDR820
",SOTU10G,,0,2,14,193.000
ME4-D5-RKT,ME2-D5-KD,GE11/0/2,GE5/0/0,JVBB ZTE,"	RKT820
",SOTU10G,,0,5,19,192.200,"	KDR820
",SOTU10G,,0,2,16,192.200
ME4-D5-RKT,ME2-D5-KD,GE15/0/5 ,GE3/0/3,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,19,192.900,"	KDR820
",SOTU10G,,0,2,13,192.900
ME-D5-MTR,ME-D5-SBW,GE2/2/1,GI3/0/0,MKCS,138_MKCS_MTRM_05,LBFS,,,5,,192.7,114_MKCS_SBWA_01,LBFS,,,4,,192.7
ME-D5-MTR,ME-D5-SBW,GE3/0/1,GI2/0/0,MKCS,111_MKCS_MTRM_03,LBFS,,,6,,192.3,113_MKCS_SBWA_00,LBFS,,,9,,192.3
ME2-D5-MTR,ME-D5-BIM,GE-5/0/2,GE-2/0/0,MKCS,138_MKCS_MTRM_05,LBFS,,,10,,192.7,133_MKCS_BIM_04,LBFS,,,10,,192.7
ME2-D5-MTR,ME-D5-END,GE-4/0/3,GE-1/1/0,MKCS,138_MKCS_MTRM_05,LBFS,,,9,,192.6,133_MKCS_BIM_04,LBFS,,,9,,192.6
,,,,MKCS,92_BIM_01,TQX,,1,4,1,192.5,91_TTE_00,TQX,,1,4,1,192.5
,,,,MKCS,122_MKCS_TTE_00,LBFS,,,13,,192.4,99_MKCS_ENDE_00,LBFS,,,SLOT 13,,192.4
ME5-D5-KBL,ME4-D5-RKT,100GE6/0/0,100GE8/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-JR1,GE10/0/1,GE4/1/0,JVBB ZTE,"	RKT820
",SOTU10G,,0,1,18,193.400,"	JR1-820
",SOTU10G,,0,3,20,193.400
ME4-D5-RKT,ME2-D5-JR1,Gi3/1/1,Gi4/0/0,JVBB ZTE,"	RKT820
",SOTU10G,,0,3,21,192.100,"	JR1-820
",SOTU10G,,0,3,19,192.100
ME4-D5-RKT,ME2-D5-PDA,GE8/1/3,GE4/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-PDA,GE8/1/4,GE4/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-PDA,GE8/1/5,GE4/0/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-PDA,Gi8/1/8, Gi 3/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-PDA,Gi8/1/9,Gi 3/0/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-DMO,Gi6/0/3,Gi2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-DMO,Gi6/0/4,Gi2/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-DMO,Gi8/1/10, Gi2/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-DMO,Gi8/1/11,Gi2/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME-D5-MR,Gi3/1/0,Gi2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME-D5-MR,Gi5/0/0,Gi7/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME-D5-MR,Gi5/0/1,Gi7/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME2-D5-WR,GE-4/0/3,GE-4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME2-D5-WR,GE-7/1/0,GE-3/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-SDA,Gi2/0/4,Gi4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-SDA,Gi2/0/5,Gi1/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-SDA,Gi2/0/6,Gi1/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-SDA,Gi8/1/2,Gi1/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-RKT,ME2-D5-SDA,Gi4/1/2,Gi1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-SIT,ME2-D5-BO,GE-3/0/2,GE-4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-SIT,ME2-D5-BO,GE2/0/0,GE4/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-SIT,ME-D5-PTN,GE-3/0/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-SIT,ME-D5-PTN,GE2/0/1,GE4/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-MN,ME2-D5-NW,Gi4/0/5,Gi1/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME4-D5-MN,ME2-D5-NW,Gi4/0/5,Gi1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-MN,ME-D5-NJ,G2/2/1,GE4/2/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-MN,ME-D5-NJ,G2/2/2,GE4/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-MN,ME-D5-NJ,G1/2/4,GE4/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-KPN,Gi-1/0/2,Gi-3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-KPN,GE-1/0/4,GE-3/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-KPN,GE-1/2/4,GE-2/0/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-BLB,Gi1/0/0,Gi3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-BLB,GE-1/2/2,GE-4/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-ML0,ME2-D5-BLB,Gi2/0/4,Gi4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PTN,ME2-D5-PB,GE5/1/0,GE1/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PTN,ME2-D5-PB,GE-1/0/0,GE-a/b/c,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
